rank,gid,role,priority_score,why
34,100000005527892100,distributor,0.884688,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 8 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
35,100000003635170100,transit,0.884447,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Получает от 3, переводит 4 получателям; масштаб наблюдаемых исходящих — 94% входящих. Признаки транзита."
36,100000008710791100,distributor,0.883931,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 23 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
37,100000001330685100,consolidator,0.883874,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 3 плательщиков; наблюдаемый исходящий поток — 4% входящего. Признаки консолидации."
38,100000007998965100,consolidator,0.882139,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 5 плательщиков; наблюдаемый исходящий поток — 9% входящего. Признаки консолидации."
39,100000008560717100,consolidator,0.881694,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 7 плательщиков; наблюдаемый исходящий поток — 5% входящего. Признаки консолидации."
40,100000008111003100,consolidator,0.879291,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 6 плательщиков; наблюдаемый исходящий поток — 16% входящего. Признаки консолидации."
41,100000005933757100,distributor,0.878636,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 34 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
42,100000007908818100,peripheral,0.878624,"Приоритет по признакам: наблюдаемый входящий поток, достижимость от исходных клиентов. Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка."
43,100000008731444100,distributor,0.878102,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 9 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
44,100000004159526100,consolidator,0.877599,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 4 плательщиков; наблюдаемый исходящий поток — 25% входящего. Признаки консолидации."
45,100000006788200100,consolidator,0.877199,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 4 плательщиков; наблюдаемый исходящий поток — 24% входящего. Признаки консолидации."
46,100000008743913100,distributor,0.876811,"Приоритет по признакам: наблюдаемый входящий поток, достижимость от исходных клиентов. Переводит средства 13 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
47,100000005473151100,consolidator,0.873326,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. 3 плательщиков; наблюдаемый исходящий поток — 18% входящего. Признаки консолидации."
48,100000005074393100,peripheral,0.872794,"Приоритет по признакам: наблюдаемый входящий поток, достижимость от исходных клиентов. Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка. Ограничения: наблюдаемые исходящие выше входящих."
49,100000006274203100,terminal,0.868974,"Приоритет по признакам: наблюдаемый входящий поток, достижимость от исходных клиентов. Видны входящие от 2 плательщиков; исходящие — 2% наблюдаемого входящего. Возможный конечный получатель."
50,100000008547948100,distributor,0.868356,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. Переводит средства 26 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
51,100000002343825100,consolidator,0.865672,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 3 плательщиков; наблюдаемый исходящий поток — 26% входящего. Признаки консолидации."
52,100000006518161100,transit,0.864867,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Получает от 3, переводит 2 получателям; масштаб наблюдаемых исходящих — 100% входящих. Признаки транзита. Ограничения: наблюдаемые исходящие выше входящих."
53,100000008489922100,distributor,0.863594,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 36 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
54,100000001236706100,consolidator,0.863179,"Приоритет по признакам: наблюдаемый входящий поток, достижимость от исходных клиентов. 3 плательщиков; наблюдаемый исходящий поток — 25% входящего. Признаки консолидации."
55,100000005382566100,peripheral,0.856951,"Приоритет по признакам: наблюдаемый входящий поток, достижимость от исходных клиентов. Исходный клиент; входящие до начала обхода неизвестны, поэтому отношение потоков не применялось. Ограничения: неполный входящий поток seed."
56,100000002957787100,coordinator,0.854784,"Приоритет по признакам: положение между ветвями сети, число плательщиков. Достижим от 4 исходных клиентов; связывает части наблюдаемого графа (центральность 0.0035). Кандидат для проверки. Ограничения: наблюдаемые исходящие выше входящих."
57,100000008512827100,distributor,0.853713,"Приоритет по признакам: наблюдаемый входящий поток, достижимость от исходных клиентов. Переводит средства 10 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
58,100000005782781100,distributor,0.852957,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. Переводит средства 10 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
59,100000003741418100,consolidator,0.845289,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 9 плательщиков; наблюдаемый исходящий поток — 26% входящего. Признаки консолидации."
60,100000003747133100,transit,0.843906,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. Получает от 5, переводит 2 получателям; масштаб наблюдаемых исходящих — 105% входящих. Признаки транзита. Ограничения: наблюдаемые исходящие выше входящих."
61,100000004679953100,consolidator,0.843553,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. 3 плательщиков; наблюдаемый исходящий поток — 10% входящего. Признаки консолидации."
62,100000008547844100,distributor,0.842988,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 19 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
63,100000008637537100,peripheral,0.842932,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Исходный клиент; входящие до начала обхода неизвестны, поэтому отношение потоков не применялось. Ограничения: неполный входящий поток seed, наблюдаемые исходящие выше входящих."
64,100000000706545100,consolidator,0.837545,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 3 плательщиков; наблюдаемый исходящий поток — 7% входящего. Признаки консолидации."
65,100000004351795100,coordinator,0.837383,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Достижим от 3 исходных клиентов; связывает части наблюдаемого графа (центральность 0.0022). Кандидат для проверки. Ограничения: наблюдаемые исходящие выше входящих."
66,100000003265158100,transit,0.836606,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Получает от 3, переводит 2 получателям; масштаб наблюдаемых исходящих — 106% входящих. Признаки транзита. Ограничения: наблюдаемые исходящие выше входящих."
67,100000008324800100,transit,0.835717,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. Получает от 3, переводит 1 получателям; масштаб наблюдаемых исходящих — 97% входящих. Признаки транзита."
68,100000000661912100,transit,0.834382,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Получает от 5, переводит 2 получателям; масштаб наблюдаемых исходящих — 110% входящих. Признаки транзита. Ограничения: наблюдаемые исходящие выше входящих."
69,100000002741024100,peripheral,0.833944,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка."
70,100000004400305100,distributor,0.833554,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 82 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
71,100000008461532100,distributor,0.830038,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 8 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
72,100000007594394100,peripheral,0.829804,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка. Ограничения: наблюдаемые исходящие выше входящих."
73,100000004759121100,peripheral,0.828425,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка."
74,100000003834495100,consolidator,0.825974,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 3 плательщиков; наблюдаемый исходящий поток — 3% входящего. Признаки консолидации."
75,100000004070318100,distributor,0.824919,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 19 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
76,100000004071080100,consolidator,0.824728,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 9 плательщиков; наблюдаемый исходящий поток — 19% входящего. Признаки консолидации."
77,100000001616816100,peripheral,0.819480,"Приоритет по признакам: наблюдаемый входящий поток, достижимость от исходных клиентов. Исходный клиент; входящие до начала обхода неизвестны, поэтому отношение потоков не применялось. Ограничения: неполный входящий поток seed, наблюдаемые исходящие выше входящих."
78,100000001609499100,consolidator,0.819342,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 3 плательщиков; наблюдаемый исходящий поток — 8% входящего. Признаки консолидации."
79,100000008304139100,distributor,0.817042,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 24 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
80,100000005612411100,distributor,0.814550,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 8 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
81,100000001141268100,terminal,0.813924,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Видны входящие от 2 плательщиков; исходящие — 2% наблюдаемого входящего. Возможный конечный получатель."
82,100000003249054100,consolidator,0.813425,"Приоритет по признакам: число плательщиков, наблюдаемый входящий поток. 7 плательщиков; наблюдаемый исходящий поток — 15% входящего. Признаки консолидации."
83,100000003035737100,terminal,0.813301,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. Видны входящие от 2 плательщиков; исходящие — 1% наблюдаемого входящего. Возможный конечный получатель."
84,100000002748532100,peripheral,0.810667,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка. Ограничения: наблюдаемые исходящие выше входящих."
85,100000005242320100,distributor,0.807252,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 21 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
86,100000008258083100,peripheral,0.805417,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка."
87,100000003946524100,transit,0.805232,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Получает от 2, переводит 2 получателям; масштаб наблюдаемых исходящих — 108% входящих. Признаки транзита. Ограничения: наблюдаемые исходящие выше входящих."
88,100000005287097100,distributor,0.802980,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 9 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
89,100000001126374100,consolidator,0.802654,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 4 плательщиков; наблюдаемый исходящий поток — 16% входящего. Признаки консолидации."
90,100000008692291100,transit,0.802250,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Получает от 3, переводит 3 получателям; масштаб наблюдаемых исходящих — 98% входящих. Признаки транзита."
91,100000008546855100,consolidator,0.799763,"Приоритет по признакам: число плательщиков, положение между ветвями сети. 6 плательщиков; наблюдаемый исходящий поток — 14% входящего. Признаки консолидации."
92,100000008730846100,peripheral,0.799230,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка. Ограничения: наблюдаемые исходящие выше входящих."
93,100000002870463100,consolidator,0.799183,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 3 плательщиков; наблюдаемый исходящий поток — 5% входящего. Признаки консолидации."
94,100000003390036100,peripheral,0.796917,"Приоритет по признакам: наблюдаемый входящий поток, достижимость от исходных клиентов. Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка."
95,100000004188160100,coordinator,0.795817,"Приоритет по признакам: положение между ветвями сети, наблюдаемый входящий поток. Достижим от 3 исходных клиентов; связывает части наблюдаемого графа (центральность 0.0042). Кандидат для проверки. Ограничения: наблюдаемые исходящие выше входящих."
96,100000003068941100,consolidator,0.791707,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. 3 плательщиков; наблюдаемый исходящий поток — 27% входящего. Признаки консолидации."
97,100000001732159100,peripheral,0.791176,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Исходный клиент; входящие до начала обхода неизвестны, поэтому отношение потоков не применялось. Ограничения: неполный входящий поток seed."
98,100000008517538100,distributor,0.791140,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 17 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
99,100000004847758100,distributor,0.789139,"Приоритет по признакам: наблюдаемый входящий поток, положение между ветвями сети. Переводит средства 15 различным получателям; признаки веерного распределения. Ограничения: наблюдаемые исходящие выше входящих."
100,100000002849158100,peripheral,0.787793,"Приоритет по признакам: наблюдаемый входящий поток, число плательщиков. Наблюдаемые признаки не достигли порогов других ролей; требуется ручная проверка. Ограничения: наблюдаемые исходящие выше входящих."
